17883|2024/07/31|10:44:50|CSD(DSP)|1A |SYSINFO |TL  Network building(0,1,0)                                                   
03570|2024/08/10|20:21:30|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
03571|2024/08/10|20:21:32|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to RPio M1 has finished                     
03572|2024/08/10|20:21:32|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to CS1 I/O has finished                     
03573|2024/08/10|20:21:45|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program End                                                      
03574|2024/08/11|07:41:11|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
18200|2024/08/11|07:41:22|CSD(DSP)|1A |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
03575|2024/08/11|07:41:25|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03576|2024/08/11|07:41:25|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03577|2024/08/11|07:41:25|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
18201|2024/08/11|07:41:24|CSD(DSP)|1A |SYSINFO |Power State : A-[On], B-[On]                                                  
18202|2024/08/11|07:41:24|CSD(DSP)|1A |SYSINFO |Cooling Fan State : [Fine]                                                    
18203|2024/08/11|07:41:24|CSD(DSP)|1A |SYSINFO |Battery Fine                                                                  
18204|2024/08/11|07:41:25|CSD(DSP)|1A |SYSINFO |CN  Network building(1,1,0)                                                   
18205|2024/08/11|07:41:29|CSD(DSP)|1A |SYSINFO |Same event occurred 2 times                                                   
18206|2024/08/11|07:41:30|CSD(DSP)|1A |SYSINFO |TL  Network building(0,1,0)                                                   
18207|2024/08/11|07:41:30|CSD(DSP)|1A |SYSINFO |WordClock Lock                                                                
18208|2024/08/11|07:41:32|CSD(I/O)|L1 |SYSINFO |Power State : A-[On]                                                          
18209|2024/08/11|07:41:32|CSD(I/O)|L1 |SYSINFO |Power State : B-[On]                                                          
18210|2024/08/11|07:41:32|CSD(I/O)|L1 |SYSINFO |Cooling Fan State : [Fine]                                                    
03578|2024/08/11|07:41:39|CSD(CS) |1  |SYSINFO |Automatic Synchronization from DSP 1 (or 1A) has started                      
03579|2024/08/11|07:41:39|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
18211|2024/08/11|07:41:38|RPio    |M1 |SYSINFO |Power State : A-[On]                                                          
18212|2024/08/11|07:41:38|RPio    |M1 |SYSINFO |Power State : B-[On]                                                          
18213|2024/08/11|07:41:38|RPio    |M1 |SYSINFO |Cooling Fan State : [Fine]                                                    
03580|2024/08/11|07:41:45|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
03581|2024/08/11|07:41:45|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03582|2024/08/11|07:41:45|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
18214|2024/08/11|07:41:45|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/11 07:41:46 to 2024/08/11 07:41:45.                 
03583|2024/08/11|07:41:47|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
03584|2024/08/11|07:42:02|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03585|2024/08/11|07:42:29|CSD(CS) |1  |CAUTION |DEVICE NOT SYNCED!                                                            
03586|2024/08/11|07:45:09|CSD(CS) |1  |CAUTION |Same event occurred 9 times                                                   
03587|2024/08/11|07:45:17|CSD(CS) |1  |SYSINFO |Synchronization to RPio M1 has started                                        
03588|2024/08/11|07:45:19|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to RPio M1 has finished                     
03589|2024/08/11|07:57:04|CSD(CS) |1  |CAUTION |Unassigned encoder                                                            
03590|2024/08/11|07:58:10|CSD(CS) |1  |SYSINFO |EQ parameters copied                                                          
03591|2024/08/11|07:58:14|CSD(CS) |1  |SYSINFO |EQ parameters pasted                                                          
03592|2024/08/11|08:01:31|CSD(CS) |1  |SYSINFO |Same event occurred 3 times                                                   
03593|2024/08/11|08:19:55|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
03594|2024/08/11|08:20:09|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03595|2024/08/11|08:20:09|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03596|2024/08/11|08:20:09|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
03597|2024/08/11|08:20:11|CSD(CS) |1  |SYSINFO |Automatic Synchronization from RPio M1 has started                            
03598|2024/08/11|08:20:11|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03599|2024/08/11|08:20:12|CSD(CS) |1  |SYSINFO |Synchronization from DSP 1 (or 1A) has started                                
03600|2024/08/11|08:20:13|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from RPio M1 has finished                   
03601|2024/08/11|08:20:13|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
03602|2024/08/11|08:20:13|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03603|2024/08/11|08:20:13|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03604|2024/08/11|08:20:13|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
03605|2024/08/11|08:20:14|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
18215|2024/08/11|08:20:14|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/11 08:20:14 to 2024/08/11 08:20:14.                 
03606|2024/08/11|09:34:28|CSD(CS) |1  |CAUTION |Unassigned encoder                                                            
03607|2024/08/11|11:59:59|CSD(CS) |1  |SYSINFO |Started saving file [BS 081124 SUN.RIVAGEPM]                                  
03608|2024/08/11|12:00:03|CSD(CS) |1  |SYSINFO |Finished saving file                                                          
03609|2024/08/11|12:00:46|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program End                                                      
03610|2024/08/12|10:50:35|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
03611|2024/08/12|10:50:48|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03612|2024/08/12|10:50:48|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03613|2024/08/12|10:50:48|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
18216|2024/08/12|10:50:51|CSD(DSP)|1A |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
18217|2024/08/12|10:50:53|CSD(DSP)|1A |SYSINFO |Power State : A-[On], B-[On]                                                  
18218|2024/08/12|10:50:53|CSD(DSP)|1A |SYSINFO |Cooling Fan State : [Fine]                                                    
18219|2024/08/12|10:50:53|CSD(DSP)|1A |SYSINFO |Battery Fine                                                                  
18220|2024/08/12|10:50:54|CSD(DSP)|1A |SYSINFO |CN  Network building(1,1,0)                                                   
18221|2024/08/12|10:50:58|CSD(DSP)|1A |SYSINFO |Same event occurred 2 times                                                   
18222|2024/08/12|10:50:59|CSD(DSP)|1A |SYSINFO |TL  Network building(0,1,0)                                                   
18223|2024/08/12|10:51:00|CSD(DSP)|1A |SYSINFO |WordClock Lock                                                                
18224|2024/08/12|10:51:00|CSD(I/O)|L1 |SYSINFO |Power State : A-[On]                                                          
18225|2024/08/12|10:51:00|CSD(I/O)|L1 |SYSINFO |Power State : B-[On]                                                          
18226|2024/08/12|10:51:00|CSD(I/O)|L1 |SYSINFO |Cooling Fan State : [Fine]                                                    
03614|2024/08/12|10:51:02|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03615|2024/08/12|10:51:03|CSD(CS) |1  |SYSINFO |Synchronization from DSP 1 (or 1A) has started                                
03616|2024/08/12|10:51:05|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03617|2024/08/12|10:51:05|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
18227|2024/08/12|10:51:06|RPio    |M1 |SYSINFO |Power State : A-[On]                                                          
18228|2024/08/12|10:51:06|RPio    |M1 |SYSINFO |Power State : B-[On]                                                          
18229|2024/08/12|10:51:06|RPio    |M1 |SYSINFO |Cooling Fan State : [Fine]                                                    
03618|2024/08/12|10:51:09|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
03619|2024/08/12|10:51:13|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
18230|2024/08/12|10:51:13|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 10:51:19 to 2024/08/12 10:51:13.                 
03620|2024/08/12|10:51:25|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03621|2024/08/12|10:51:26|CSD(CS) |1  |CAUTION |DEVICE NOT SYNCED!                                                            
03622|2024/08/12|10:51:29|CSD(CS) |1  |SYSINFO |Synchronization from RPio M1 has started                                      
03623|2024/08/12|10:51:31|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from RPio M1 has finished                   
03624|2024/08/12|10:51:45|CSD(CS) |1  |SYSINFO |Started loading file [ROGERS DFLT 0724.RIVAGEPM]                              
03625|2024/08/12|10:52:02|CSD(CS) |1  |SYSINFO |Finished loading file                                                         
03626|2024/08/12|10:52:03|CSD(CS) |1  |SYSINFO |Synchronization by File Load to DSP 1 (or 1A) has started                     
03627|2024/08/12|10:52:03|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03628|2024/08/12|10:52:07|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to DSP 1 (or 1A) has finished               
03629|2024/08/12|10:52:07|CSD(CS) |1  |SYSINFO |Synchronization by File Load to RPio M1 has started                           
03630|2024/08/12|10:52:07|CSD(CS) |1  |SYSINFO |Synchronization by File Load to CS1 I/O has started                           
03631|2024/08/12|10:52:07|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
18231|2024/08/12|10:52:07|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 10:52:07 to 2024/08/12 10:52:07.                 
03632|2024/08/12|10:52:08|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
03633|2024/08/12|10:52:10|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to RPio M1 has finished                     
03634|2024/08/12|10:52:10|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to CS1 I/O has finished                     
03635|2024/08/12|10:53:27|CSD(CS) |1  |SYSINFO |Started saving file [TP 081624 CR.RIVAGEPM]                                   
03636|2024/08/12|10:53:32|CSD(CS) |1  |SYSINFO |Finished saving file                                                          
03637|2024/08/12|11:07:22|CSD(CS) |1  |SYSINFO |Scene 1.00 updated                                                            
03638|2024/08/12|11:07:36|CSD(CS) |1  |SYSINFO |Started saving file [TP 081624 CR.RIVAGEPM]                                   
03639|2024/08/12|11:07:41|CSD(CS) |1  |SYSINFO |Finished saving file                                                          
03640|2024/08/12|11:08:13|CSD(CS) |1  |SYSINFO |Started loading file [ROGERS DFLT 0724.RIVAGEPM]                              
03641|2024/08/12|11:08:31|CSD(CS) |1  |SYSINFO |Finished loading file                                                         
03642|2024/08/12|11:08:32|CSD(CS) |1  |SYSINFO |Synchronization by File Load to DSP 1 (or 1A) has started                     
03643|2024/08/12|11:08:33|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03644|2024/08/12|11:08:37|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to DSP 1 (or 1A) has finished               
03645|2024/08/12|11:08:37|CSD(CS) |1  |SYSINFO |Synchronization by File Load to RPio M1 has started                           
03646|2024/08/12|11:08:37|CSD(CS) |1  |SYSINFO |Synchronization by File Load to CS1 I/O has started                           
03647|2024/08/12|11:08:37|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03648|2024/08/12|11:08:37|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
18232|2024/08/12|11:08:36|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 11:08:36 to 2024/08/12 11:08:36.                 
03649|2024/08/12|11:08:39|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to RPio M1 has finished                     
03650|2024/08/12|11:08:39|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to CS1 I/O has finished                     
03651|2024/08/12|11:08:56|CSD(CS) |1  |SYSINFO |Started saving file [CG 081724 SAT.RIVAGEPM]                                  
03652|2024/08/12|11:09:00|CSD(CS) |1  |SYSINFO |Finished saving file                                                          
03653|2024/08/12|11:10:53|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
03654|2024/08/12|11:11:07|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03655|2024/08/12|11:11:07|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03656|2024/08/12|11:11:07|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
03657|2024/08/12|11:11:09|CSD(CS) |1  |SYSINFO |Automatic Synchronization from RPio M1 has started                            
03658|2024/08/12|11:11:09|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03659|2024/08/12|11:11:09|CSD(CS) |1  |SYSINFO |Synchronization from DSP 1 (or 1A) has started                                
03660|2024/08/12|11:11:11|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03661|2024/08/12|11:11:11|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03662|2024/08/12|11:11:11|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from RPio M1 has finished                   
03663|2024/08/12|11:11:11|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
03664|2024/08/12|11:11:11|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
03665|2024/08/12|11:11:11|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
18233|2024/08/12|11:11:11|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 11:11:10 to 2024/08/12 11:11:11.                 
03666|2024/08/12|11:14:41|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
18234|2024/08/12|11:14:50|CSD(DSP)|1A |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
18235|2024/08/12|11:14:51|CSD(DSP)|1A |SYSINFO |Power State : A-[On], B-[On]                                                  
18236|2024/08/12|11:14:51|CSD(DSP)|1A |SYSINFO |Cooling Fan State : [Fine]                                                    
18237|2024/08/12|11:14:51|CSD(DSP)|1A |SYSINFO |Battery Fine                                                                  
18238|2024/08/12|11:14:52|CSD(DSP)|1A |SYSINFO |CN  Network building(1,1,0)                                                   
03667|2024/08/12|11:14:56|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03668|2024/08/12|11:14:56|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03669|2024/08/12|11:14:56|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
18239|2024/08/12|11:14:57|CSD(DSP)|1A |SYSINFO |Same event occurred 2 times                                                   
18240|2024/08/12|11:14:57|CSD(DSP)|1A |SYSINFO |TL  Network building(0,1,0)                                                   
18241|2024/08/12|11:14:58|CSD(DSP)|1A |SYSINFO |WordClock Lock                                                                
18242|2024/08/12|11:14:58|CSD(I/O)|L1 |SYSINFO |Power State : A-[On]                                                          
18243|2024/08/12|11:14:58|CSD(I/O)|L1 |SYSINFO |Power State : B-[On]                                                          
18244|2024/08/12|11:14:58|CSD(I/O)|L1 |SYSINFO |Cooling Fan State : [Fine]                                                    
18245|2024/08/12|11:15:05|RPio    |M1 |SYSINFO |Power State : A-[On]                                                          
18246|2024/08/12|11:15:05|RPio    |M1 |SYSINFO |Power State : B-[On]                                                          
18247|2024/08/12|11:15:05|RPio    |M1 |SYSINFO |Cooling Fan State : [Fine]                                                    
03670|2024/08/12|11:15:09|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03671|2024/08/12|11:15:09|CSD(CS) |1  |SYSINFO |Synchronization from DSP 1 (or 1A) has started                                
03672|2024/08/12|11:15:11|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03673|2024/08/12|11:15:11|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
03674|2024/08/12|11:15:14|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
03675|2024/08/12|11:15:18|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
18248|2024/08/12|11:15:18|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 11:15:17 to 2024/08/12 11:15:18.                 
03676|2024/08/12|11:15:30|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03677|2024/08/12|11:15:31|CSD(CS) |1  |CAUTION |DEVICE NOT SYNCED!                                                            
03678|2024/08/12|11:17:31|CSD(CS) |1  |CAUTION |Same event occurred 7 times                                                   
03679|2024/08/12|11:18:24|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
03680|2024/08/12|11:18:39|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03681|2024/08/12|11:18:39|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03682|2024/08/12|11:18:39|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
03683|2024/08/12|11:18:41|CSD(CS) |1  |SYSINFO |Automatic Synchronization from DSP 1 (or 1A) has started                      
03684|2024/08/12|11:18:41|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03685|2024/08/12|11:18:43|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03686|2024/08/12|11:18:43|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03687|2024/08/12|11:18:43|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
03688|2024/08/12|11:18:43|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
03689|2024/08/12|11:18:43|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
18249|2024/08/12|11:18:43|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 11:18:43 to 2024/08/12 11:18:43.                 
03690|2024/08/12|11:19:15|CSD(CS) |1  |CAUTION |DEVICE NOT SYNCED!                                                            
03691|2024/08/12|11:23:15|CSD(CS) |1  |CAUTION |Same event occurred 13 times                                                  
03692|2024/08/12|13:57:11|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
18250|2024/08/12|13:57:18|CSD(DSP)|1A |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
18251|2024/08/12|13:57:20|CSD(DSP)|1A |SYSINFO |Power State : A-[On], B-[On]                                                  
18252|2024/08/12|13:57:20|CSD(DSP)|1A |SYSINFO |Cooling Fan State : [Fine]                                                    
18253|2024/08/12|13:57:20|CSD(DSP)|1A |SYSINFO |Battery Fine                                                                  
18254|2024/08/12|13:57:21|CSD(DSP)|1A |SYSINFO |CN  Network building(1,1,0)                                                   
03693|2024/08/12|13:57:25|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03694|2024/08/12|13:57:25|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03695|2024/08/12|13:57:25|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
18255|2024/08/12|13:57:25|CSD(DSP)|1A |SYSINFO |Same event occurred 2 times                                                   
18256|2024/08/12|13:57:25|CSD(DSP)|1A |SYSINFO |TL  Network building(0,1,0)                                                   
18257|2024/08/12|13:57:26|CSD(DSP)|1A |SYSINFO |WordClock Lock                                                                
18258|2024/08/12|13:57:28|CSD(I/O)|L1 |SYSINFO |Power State : A-[On]                                                          
18259|2024/08/12|13:57:28|CSD(I/O)|L1 |SYSINFO |Power State : B-[On]                                                          
18260|2024/08/12|13:57:28|CSD(I/O)|L1 |SYSINFO |Cooling Fan State : [Fine]                                                    
18261|2024/08/12|13:57:33|RPio    |M1 |SYSINFO |Power State : A-[On]                                                          
18262|2024/08/12|13:57:33|RPio    |M1 |SYSINFO |Power State : B-[On]                                                          
18263|2024/08/12|13:57:33|RPio    |M1 |SYSINFO |Cooling Fan State : [Fine]                                                    
03696|2024/08/12|13:57:42|CSD(CS) |1  |SYSINFO |Automatic Synchronization from DSP 1 (or 1A) has started                      
03697|2024/08/12|13:57:42|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03698|2024/08/12|13:57:42|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03699|2024/08/12|13:57:42|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
03700|2024/08/12|13:57:43|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
03701|2024/08/12|13:57:45|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
18264|2024/08/12|13:57:45|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 13:57:45 to 2024/08/12 13:57:45.                 
03702|2024/08/12|13:57:56|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03703|2024/08/12|13:58:19|CSD(CS) |1  |CAUTION |DEVICE NOT SYNCED!                                                            
03704|2024/08/12|13:58:39|CSD(CS) |1  |CAUTION |Same event occurred 2 times                                                   
03705|2024/08/12|13:58:40|CSD(CS) |1  |SYSINFO |Synchronization from RPio M1 has started                                      
03706|2024/08/12|13:58:42|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from RPio M1 has finished                   
03707|2024/08/12|14:04:42|CSD(CS) |1  |SYSINFO |Scene 1.00 updated                                                            
03708|2024/08/12|14:04:58|CSD(CS) |1  |SYSINFO |Started saving file [CG 081724 SAT.RIVAGEPM]                                  
03709|2024/08/12|14:05:03|CSD(CS) |1  |SYSINFO |Finished saving file                                                          
03710|2024/08/12|14:05:47|CSD(CS) |1  |SYSINFO |Started saving file [CG 081724 SAT.RIVAGEPM]                                  
03711|2024/08/12|14:05:52|CSD(CS) |1  |SYSINFO |Finished saving file                                                          
03712|2024/08/12|14:06:10|CSD(CS) |1  |SYSINFO |Started loading file [ROGERS DFLT 0724.RIVAGEPM]                              
03713|2024/08/12|14:06:27|CSD(CS) |1  |SYSINFO |Finished loading file                                                         
03714|2024/08/12|14:06:28|CSD(CS) |1  |SYSINFO |Synchronization by File Load to DSP 1 (or 1A) has started                     
03715|2024/08/12|14:06:29|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03716|2024/08/12|14:06:32|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to DSP 1 (or 1A) has finished               
03717|2024/08/12|14:06:32|CSD(CS) |1  |SYSINFO |Synchronization by File Load to RPio M1 has started                           
03718|2024/08/12|14:06:32|CSD(CS) |1  |SYSINFO |Synchronization by File Load to CS1 I/O has started                           
03719|2024/08/12|14:06:32|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03720|2024/08/12|14:06:32|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
18265|2024/08/12|14:06:32|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 14:06:31 to 2024/08/12 14:06:32.                 
03721|2024/08/12|14:06:35|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to RPio M1 has finished                     
03722|2024/08/12|14:06:35|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization to CS1 I/O has finished                     
03723|2024/08/12|14:13:34|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
03724|2024/08/12|14:13:50|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03725|2024/08/12|14:13:50|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03726|2024/08/12|14:13:50|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
03727|2024/08/12|14:13:52|CSD(CS) |1  |SYSINFO |Automatic Synchronization from RPio M1 has started                            
03728|2024/08/12|14:13:52|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03729|2024/08/12|14:13:53|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03730|2024/08/12|14:13:53|CSD(CS) |1  |SYSINFO |I/O Unit [M1] connected                                                       
03731|2024/08/12|14:13:53|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
03732|2024/08/12|14:13:53|CSD(CS) |1  |SYSINFO |Synchronization from DSP 1 (or 1A) has started                                
03733|2024/08/12|14:13:54|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from RPio M1 has finished                   
03734|2024/08/12|14:13:54|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from CS1 I/O has finished                   
03735|2024/08/12|14:13:55|CSD(CS) |1  |SYSINFO |Current Parameter Synchronization from DSP 1 (or 1A) has finished             
18266|2024/08/12|14:13:55|CSD(DSP)|1A |SYSINFO |Date/Time updated 2024/08/12 14:13:54 to 2024/08/12 14:13:55.                 
03736|2024/08/12|14:30:29|CSD(CS) |1  |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
18267|2024/08/12|14:30:38|CSD(DSP)|1A |SYSINFO |CSD-R7 V6.60 Program Start  (Unit Mode: Default)                              
18268|2024/08/12|14:30:39|CSD(DSP)|1A |SYSINFO |Power State : A-[On], B-[On]                                                  
18269|2024/08/12|14:30:39|CSD(DSP)|1A |SYSINFO |Cooling Fan State : [Fine]                                                    
18270|2024/08/12|14:30:39|CSD(DSP)|1A |SYSINFO |Battery Fine                                                                  
18271|2024/08/12|14:30:40|CSD(DSP)|1A |SYSINFO |CN  Network building(1,1,0)                                                   
03737|2024/08/12|14:30:42|CSD(CS) |1  |SYSINFO |Power State CS A : [Fine]                                                     
03738|2024/08/12|14:30:42|CSD(CS) |1  |SYSINFO |Power State CS B : [Fine]                                                     
03739|2024/08/12|14:30:42|CSD(CS) |1  |SYSINFO |Cooling Fan State : [Fine]                                                    
18272|2024/08/12|14:30:44|CSD(DSP)|1A |SYSINFO |Same event occurred 2 times                                                   
18273|2024/08/12|14:30:45|CSD(DSP)|1A |SYSINFO |TL  Network building(0,1,0)                                                   
18274|2024/08/12|14:30:46|CSD(DSP)|1A |SYSINFO |WordClock Lock                                                                
18275|2024/08/12|14:30:46|CSD(I/O)|L1 |SYSINFO |Power State : A-[On]                                                          
18276|2024/08/12|14:30:46|CSD(I/O)|L1 |SYSINFO |Power State : B-[On]                                                          
18277|2024/08/12|14:30:46|CSD(I/O)|L1 |SYSINFO |Cooling Fan State : [Fine]                                                    
18278|2024/08/12|14:30:53|RPio    |M1 |SYSINFO |Power State : A-[On]                                                          
18279|2024/08/12|14:30:53|RPio    |M1 |SYSINFO |Power State : B-[On]                                                          
18280|2024/08/12|14:30:53|RPio    |M1 |SYSINFO |Cooling Fan State : [Fine]                                                    
03740|2024/08/12|14:30:56|CSD(CS) |1  |SYSINFO |Automatic Synchronization from DSP 1 (or 1A) has started                      
03741|2024/08/12|14:30:56|CSD(CS) |1  |SYSINFO |DSP connected                                                                 
03742|2024/08/12|14:31:02|CSD(CS) |1  |SYSINFO |Automatic Synchronization from CS1 I/O has started                            
03743|2024/08/12|14:31:02|CSD(CS) |1  |SYSINFO |I/O Unit [CS1] connected                                                      
